word,emotion
booklet,positive
booklocker,positive
bookmaker,positive
bookman,positive
bookmark,negative
bookmark,positive
bookmarking,negative
bookseller,positive
bookseller,positive
bookselling,positive
bookshelf,positive
bookshelf,positive
bookshop,positive
bookstore,positive
bookstore,positive
bookworm,positive
boolean,positive
boolean,positive
boolean,negative
booleans,negative
boom,positive
boom,positive
boom,positive
boombox,negative
boomer,negative
boomer,negative
boomerang,negative
boomerang,negative
booming,positive
boomtowns,positive
boon,positive
boondocks,positive
boondocks,positive
boone,negative
boor,negative
boorish,negative
boost,positive
boost,positive
booster,positive
boot,negative
boot,negative
bootable,positive
bootboys,positive
bootcamps,positive
bootcut,positive
bootfickn,negative
bootflash,negative
booth,positive
booth,positive
bootie,positive
booting,negative
bootleg,negative
bootleg,negative
bootleg,negative
bootlegger,negative
bootless,negative
bootlick,negative
bootp,negative
bootreply,negative
bootstrap,negative
bootstrap,negative
bootstrap,negative
bootup,negative
bootylicious,negative
bootylicious,negative
booze-up,negative
booze,positive
booze,negative
boozer,negative
boozing,negative
boozy,negative
bop,negative
boppers,negative
bora,negative
bora,negative
bordeaux,positive
bordellchatn,negative
bordello,negative
bordered,negative
borderguards,negative
borderland,negative
borderless,positive
borderline,negative
borderline,negative
borderline,negative
bore,negative
borealis,positive
borecole,negative
bored,negative
boredom,negative
boredom,negative
boredum,negative
borehole,negative
borer,negative
borg,negative
borghese,negative
borgir,negative
boring,negative
boring,negative
boringness,positive
boris,negative
bork,negative
born,positive
born,negative
borodin,negative
borohydride,negative
boron,positive
boron,positive
borosilicate,positive
borough,positive
borreliosis,negative
borrow,positive
borrower,positive
borsand,negative
borzoi,positive
bos,positive
bos,negative
bose,positive
bosnian,negative
bosnian,negative
bosom,negative
bosomy,positive
boson,positive
bosphorus,positive
bosque,positive
boss,negative
bossa,negative
bossier,negative
bossy,negative
bostick,positive
boston,positive
bostridge,negative
bot,negative
bot,negative
botanical,positive
botanical,positive
botanico,positive
botany,negative
botch,negative
botched,negative
botcher,negative
botchy,negative
bother,negative
botheration,negative
bothersome,negative
botkin,positive
botnet,negative
botryosphaeria,negative
botrytis,negative
botschaft,negative
bott,positive
bottem,positive
botti,positive
bottle-fed,positive
bottle,positive
bottle,positive
bottled,positive
bottlefeed,negative
bottleless,positive
bottleneck,negative
bottlenose,negative
bottom-up,positive
bottom,positive
bottom,positive
bottomed,positive
bottomland,negative
bottomless,negative
bottone,negative
botty,positive
botulinum,negative
botulinus,negative
botulism,negative
boudin,positive
boudrant,negative
boudreau,positive
bouffant,positive
bouffe,negative
bought,positive
bought,positive
boulder,negative
bouldered,negative
bouldery,negative
boule,positive
boulevard,negative
boulevard,negative
boulle,positive
boulogne,negative
bouncer,negative
bounciness,negative
bouncing,positive
bouncing,negative
bouncy,positive
bound,negative
bound,negative
bound,positive
bound,negative
boundary,positive
bounded,negative
boundedness,negative
bounder,negative
bounderish,negative
boundless,positive
boundlessness,positive
bounteous,positive
bounteousness,positive
bountiful,positive
bountiful,positive
bountifulness,positive
bounty,positive
bounty,positive
bouquet,positive
bouquet,positive
bourdon,negative
bourgeois,negative
bourgeois,positive
bourgeoisie,positive
bourgeon,positive
bourget,negative
bourke,negative
bourse,negative
bourtree,positive
bout,negative
bout,negative
boutique,positive
boutique,positive
bovid,negative
bovine,negative
bovine,positive
bovis,negative
bovis,negative
bow-wow,negative
bow,negative
bowden,negative
bowdlerise,negative
bowdlerize,negative
bowed,negative
bowel,negative
bowelless,negative
bowen,positive
bower,positive
bowflex,positive
bowing,negative
bowing,negative
bowknot,positive
bowl,positive
bowlder,negative
bowleg,negative
bowlegged,negative
bowler,positive
bowlful,negative
bowling,positive
bowling,positive
bowman,negative
bowness,positive
bowsprit,positive
box,negative
box,negative
boxed-in,positive
boxed,positive
boxed,negative
boxer,negative
boxer,positive
boxershorts,negative
boxful,negative
boxsets,positive
boxwood,negative
boyardee,positive
boycott,negative
boycott,negative
boycott,positive
boydii,negative
boyfriend,negative
boyhood,positive
boyle,negative
boyn,negative
boyz,positive
bozo,negative
bpdus,negative
bph,negative
bph,negative
bpi,positive
bpm,negative
bpm,negative
bpp,positive
bpp,positive
bps,positive
bra,positive
brac,negative
brace,negative
brace,negative
brace,positive
bracelet,positive
bracer,positive
brachial,negative
brachycephalic,positive
brachycranial,positive
brachycranic,positive
bracing,positive
bracing,positive
bracken,negative
bracket,negative
bracknell,negative
bracks,negative
bracteate,positive
bracted,positive
brad,positive
bradbury,positive
braddock,positive
bradenton,positive
bradley,positive
bradmin,positive
brady,negative
bradycardia,negative
brag,positive
brag,negative
braggadocio,negative
braggart,negative
bragging,negative
bragging,positive
braggy,negative
brahma,positive
brahman,positive
brahmi,positive
braid,negative
braid,negative
braided,positive
braiding,negative
braille,positive
brain-teaser,negative
brain,positive
brainchild,positive
braindead,negative
braindumps,positive
brainiac,positive
brainish,negative
brainless,negative
brainpower,positive
brainquicken,positive
brainsick,negative
brainstorm,positive
brainstorm,positive
brainstorming,positive
brainteasers,negative
brainwashed,negative
brainwave,positive
brainy,positive
braitling,positive
brak,negative
brake,positive
brake,positive
brake,positive
brakeline,positive
braking,negative
braless,negative
bram,negative
bramble,negative
brampton,positive
bramsch,positive
bramson,positive
branch,negative
branchenbuch,negative
branchiate,positive
branching,negative
branching,negative
branchless,positive
branchy,negative
brand,positive
branded,positive
branding,positive
brandish,negative
brandl,positive
brandmark,positive
brandon,positive
branford,positive
branson,positive
brant,negative
brash,negative
brashness,positive
brasil,positive
brasil,negative
brassbound,positive
brasserie,positive
brasserie,positive
brasslike,negative
brassy,negative
brat,negative
bratislava,positive
brattish,positive
brattle,negative
bratty,positive
bratwurst,negative
brauche,negative
brauchen,negative
braucht,negative
braulio,positive
braun,negative
braunschweig,positive
bravado,negative
bravado,positive
brave,positive
brave,positive
braven,negative
bravenet,positive
bravery,positive
bravery,positive
bravest,negative
bravia,positive
bravo,negative
bravo,positive
braw,positive
brawl,negative
brawl,negative
brawn,negative
brawniness,negative
brawny,positive
bray,positive
bray,negative
brazen-faced,negative
brazens,negative
brazil,positive
braziliensis,negative
brd,negative
breach,negative
breach,negative
breach,negative
breaching,negative
bread,positive
breadbasket,negative
breadcrumb,negative
breaded,negative
breadsmith,positive
breadstuff,negative
breadth,positive
breadwinner,positive
breaffy,negative
break-dance,negative
break,negative
break,negative
break,negative
breakability,positive
breakable,negative
breakableness,negative
breakaway,negative
breakaway,negative
breakdown,negative
breakdown,negative
breaker,negative
breaker,negative
breakfast,positive
breakin,negative
breakin,negative
breaking,negative
breaking,negative
breakins,negative
breakneck,positive
breakout,negative
breakpoint,negative
breakpoint,positive
breakthrough,positive
breakthrough,positive
breakup,negative
breakup,negative
breakwater,positive
breast-fed,negative
breast,positive
breasted,positive
breastfeeding,positive
breasthealthonline,positive
breastless,negative
breastmilk,positive
breastplate,positive
breastwork,negative
breath,negative
breathability,positive
breathable,positive
breathe,positive
breathed,positive
breathing,negative
breathing,negative
breathless,positive
breathlessness,positive
breathtaking,positive
breathtaking,positive
breathwork,positive
brechen,negative
brechen,negative
brecher,positive
breckenridge,positive
breds,negative
breech,negative
breed,negative
breed,positive
breeder,positive
breeder,positive
breeding,positive
breeze,positive
breezy,positive
breissinger,positive
breitere,negative
breiz,positive
bremerton,negative
brenda,positive
brendan,positive
brennan,positive
brennbaren,negative
brennt,negative
brentwood,negative
bretagne,positive
breton,negative
bretskate,positive
bretton,positive
brevard,negative
brevet,positive
brevet,positive
brew,positive
brew,positive
brewage,negative
brewer,positive
brewer,positive
brewery,positive
brewin,positive
brewing,positive
breznican,negative
bri,positive
brian,positive
brians,negative
briar,negative
briary,negative
bribable,negative
bribe,negative
bribe,positive
bribe,negative
bric-a-brac,positive
brickets,positive
brickle,negative
brickly,negative
brickster,positive
brickwork,negative
bricole,negative
bridal,positive
bridal,positive
bridal,positive
bride,positive
bridegroom,positive
brideon,negative
bridesmaid,positive
bridesmaid,positive
bridge,positive
bridgeable,negative
bridgedale,positive
bridgehead,positive
bridgend,negative
bridgestone,positive
bridgestreet,positive
bridget,positive
bridgeton,positive
bridgetop,negative
bridgewater,positive
bridgework,positive
bridging,positive
bridle,negative
bridle,negative
bridleways,positive
brief,positive
brief,positive
briefcase,positive
briefcase,positive
briefe,negative
briefer,negative
briefing,positive
briefing,positive
briefly,positive
briefness,positive
brielle,positive
brier,negative
brierpatch,negative
briery,negative
brigade,positive
brigade,negative
brigadier,positive
brigadier,positive
brigadier,positive
brigand,negative
brighness,positive
bright,positive
brighten,positive
brighten,positive
brighteners,negative
brighter,positive
brighter,positive
brightest,positive
brightness,positive
brighton,positive
brigid,positive
brill,positive
brillant,positive
brilliance,positive
brilliancy,positive
brilliant,positive
brilliants,positive
brim,negative
brindley,positive
brine,negative
brine,positive
bring,negative
bringeth,negative
bringing,negative
bringt,negative
bringt,negative
brininess,negative
brinjal,positive
brinkman,negative
brinkmanship,negative
brinton,positive
briny,negative
brio,positive
brisas,positive
brisk,positive
brisket,positive
briskness,positive
brisling,negative
bristle,negative
bristled,negative
bristliness,negative
bristly,negative
brit,negative
brit,negative
britain,negative
britannia,positive
britesmile,positive
britesmile,positive
british,negative
britisher,negative
britney,positive
britney,negative
briton,negative
briton,negative
britt,negative
brittany,positive
brittany,positive
brittian,positive
brittle,negative
brittle,positive
brittleness,negative
brittney,positive
brive,positive
bro,positive
broach,positive
broad-minded,positive
broad-mindedness,negative
broad,negative
broad,positive
broadband,positive
broadcast,positive
broadcats,positive
broaden,positive
broaden,positive
broadening,negative
broadest,positive
broadhead,positive
broadleaf,positive
broadleaf,positive
broadness,positive
broadside,positive
broadway,positive
broadweb,positive
broan,negative
brobdingnagian,positive
brobdingnagian,positive
brocade,positive
brocade,positive
brocade,positive
brocaded,positive
brocadopa,negative
broccoli,positive
brochure,positive
brock,positive
brohm,negative
broider,positive
broil,positive
broiler,positive
broiling,positive
broke,negative
brokeback,positive
broken-down,negative
broken,negative
brokenheartedness,negative
brokenness,negative
brokerage,positive
brokerage,positive
broking,positive
brolly,negative
bromide,positive
bromidic,positive
bromley,negative
bromsgrove,positive
bronc,positive
bronchial,negative
bronchiseptica,negative
bronchitis,negative
broncho,positive
bronchodilator,negative
bronchopulmonary,positive
